player_id,player_name,team_id,position
1573,Henry Murphy,15,Midfielder
1574,Jacob Scott,15,Ruck
1575,Liam King,15,Midfielder
1576,Oliver Walker,15,Midfielder
1577,Jacob Walker,15,Forward
1578,Jack Scott,15,Forward
1579,Lucas Green,15,Midfielder
1580,Ethan Kelly,15,Defender
1581,Logan Martin,15,Midfielder
1582,Mason Young,15,Defender
1583,Henry Anderson,15,Forward
1584,Cooper Anderson,15,Forward
1585,James King,15,Midfielder
1586,Mason Brown,15,Midfielder
1587,Lucas Walsh,15,Defender
1588,James Anderson,15,Midfielder
1589,Noah Smith,15,Forward
1590,William Scott,15,Forward
1591,Oscar Walker,15,Ruck
1592,Ethan Walker,15,Defender
1593,Cooper Brown,15,Forward
1594,Ryan Ryan,15,Midfielder
1595,Logan Smith,15,Midfielder
1596,Henry Walker,15,Midfielder
1597,Lucas Taylor,15,Defender
1598,Lucas Green,15,Ruck
1599,James Wilson,15,Forward
1600,Oscar Walsh,15,Forward
1601,Aiden Brown,16,Forward
1602,Ethan Murphy,16,Midfielder
1603,Liam White,16,Ruck
1604,Oscar Thompson,16,Midfielder
1605,James Smith,16,Midfielder
1606,Mason White,16,Forward
1607,Cooper Scott,16,Midfielder
1608,Ryan Brown,16,Midfielder
1609,Charlie Green,16,Forward
1610,Oliver Young,16,Defender
1611,Noah Kelly,16,Midfielder
1612,Finn Scott,16,Midfielder
1613,Charlie Murphy,16,Forward
1614,Samuel Murphy,16,Forward
1615,Ryan Brown,16,Forward
1616,Ryan Smith,16,Midfielder
1617,Ryan Thompson,16,Defender
1618,William Hall,16,Forward
1619,Jack Smith,16,Defender
1620,Oliver Brown,16,Defender
1621,Thomas Ryan,16,Midfielder
1622,Cooper Walker,16,Defender
1623,Jacob Martin,16,Forward
1624,Henry Green,16,Midfielder
1625,Mason Young,16,Defender
1626,Oliver Thompson,16,Ruck
1627,Jacob Hall,16,Ruck
1628,Cooper Scott,16,Defender
1629,Charlie Murphy,16,Midfielder
1630,Henry Young,16,Defender
1631,Jack Green,16,Defender
1632,Finn Brown,16,Midfielder
1633,Noah Walker,16,Ruck
1634,Ryan Martin,16,Forward
1635,Logan King,16,Forward
1636,William King,16,Midfielder
1637,Cooper Walsh,16,Midfielder
1638,James Martin,16,Defender
1639,Oscar Brown,16,Forward
1640,James Wilson,16,Forward
1641,Lucas Walsh,17,Midfielder
1642,Ethan Hall,17,Forward
1643,Oscar Green,17,Forward
1644,Jack Walsh,17,Ruck
1645,Noah Clark,17,Ruck
1646,William Ryan,17,Defender
1647,Ethan Kelly,17,Forward
1648,Mason Green,17,Midfielder
1649,Logan Clark,17,Defender
1650,Logan Walsh,17,Forward
1651,Mason Walker,17,Midfielder
1652,Charlie Wilson,17,Midfielder
1653,Thomas Young,17,Ruck
1654,Oscar Brown,17,Defender
1655,Finn Clark,17,Midfielder
1656,Finn Martin,17,Midfielder
1657,James Clark,17,Forward
1658,Noah Anderson,17,Midfielder
1659,James Scott,17,Forward
1660,Thomas Thompson,17,Defender
1661,Oliver Young,17,Midfielder
1662,Ethan Smith,17,Defender
1663,Noah King,17,Midfielder
1664,Liam Taylor,17,Defender
1665,Thomas Allen,17,Defender
1666,Thomas Martin,17,Midfielder
1667,Oscar Murphy,17,Forward
1668,Aiden King,17,Forward
1669,Jack Anderson,17,Midfielder
1670,Samuel Allen,17,Forward
1671,Henry Brown,17,Forward
1672,William Scott,17,Defender
1673,Samuel Kelly,17,Midfielder
1674,Ethan Walsh,17,Forward
1675,Oliver Martin,17,Defender
1676,Oscar Green,17,Ruck
1677,Finn Murphy,17,Midfielder
1678,Oliver Scott,17,Defender
1679,Ryan Ryan,17,Forward
1680,Liam Brown,17,Midfielder
1681,Jacob Ryan,18,Defender
1682,Finn Brown,18,Defender
1683,Charlie Murphy,18,Ruck
1684,Aiden White,18,Ruck
1685,Mason Walker,18,Forward
1686,Jacob Green,18,Forward
1687,Liam Hall,18,Midfielder
1688,Finn Walker,18,Midfielder
1689,Mason Thompson,18,Forward
1690,Noah Ryan,18,Defender
1691,Ethan White,18,Ruck
1692,Lucas Murphy,18,Forward
1693,Henry White,18,Midfielder
1694,Oscar Allen,18,Defender
1695,Mason Thompson,18,Forward
1696,Finn Allen,18,Midfielder
1697,Henry Thompson,18,Midfielder
1698,Finn Brown,18,Defender
1699,James Taylor,18,Midfielder
1700,Oscar King,18,Defender
1701,Oscar Walsh,18,Defender
1702,Mason Smith,18,Ruck
1703,Noah Wilson,18,Defender
1704,Lucas Hall,18,Defender
1705,James Taylor,18,Midfielder
1706,Noah Walker,18,Midfielder
1707,Aiden Green,18,Forward
1708,Samuel Taylor,18,Forward
1709,Samuel Smith,18,Forward
1710,Lucas Scott,18,Forward
1711,Oscar Young,18,Midfielder
1712,James Martin,18,Forward
1713,Oliver Brown,18,Midfielder
1714,Cooper Walsh,18,Midfielder
1715,James Kelly,18,Midfielder
1716,Lucas Allen,18,Midfielder
1717,William Clark,18,Forward
1718,Cooper Walsh,18,Forward
1719,Ethan Wilson,18,Midfielder
1720,Oliver Brown,18,Defender
