player_id,match_id,goals,marks,tackles,disposals
1357,3,1,8,5,29
1350,3,1,9,1,20
1359,3,0,9,10,27
1352,3,2,5,7,15
1332,3,1,7,3,21
1333,3,0,3,5,14
1338,3,1,5,4,33
1347,3,0,8,4,19
1337,3,0,8,8,31
1360,3,0,4,8,15
1358,3,0,8,4,22
1356,3,0,5,4,17
1327,3,1,10,2,27
1345,3,4,6,0,14
1323,3,4,5,2,10
1331,3,1,6,0,18
1037,4,0,6,4,26
1008,4,0,5,4,30
1016,4,3,5,6,20
1011,4,4,4,5,29
1006,4,5,9,4,14
1036,4,0,5,5,20
1033,4,0,12,8,15
1027,4,1,6,1,23
1019,4,1,7,5,22
1012,4,1,9,8,30
1028,4,1,7,1,15
1026,4,2,10,6,35
1035,4,3,6,5,21
1040,4,0,5,3,17
1025,4,2,9,2,34
1002,4,0,8,2,16
1003,4,1,3,0,13
1009,4,0,2,1,14
1615,4,1,4,0,11
1619,4,0,12,6,29
1639,4,0,8,3,21
1640,4,1,2,1,18
1623,4,1,10,5,10
1636,4,0,10,8,37
1620,4,0,9,5,20
1610,4,1,10,7,20
1630,4,0,9,6,17
1603,4,1,9,4,24
1608,4,0,7,2,30
1624,4,0,9,6,30
1628,4,0,11,9,25
1612,4,2,3,5,36
1621,4,2,9,7,23
1626,4,0,5,6,13
1616,4,1,9,8,23
1635,4,1,8,4,11
1473,5,0,10,4,20
1456,5,1,3,5,23
1452,5,1,4,4,33
1441,5,0,9,2,40
1447,5,1,3,0,22
1457,5,3,2,1,25
1450,5,2,6,3,24
1459,5,2,4,4,17
1462,5,1,9,7,34
1446,5,2,10,8,27
1474,5,3,8,6,37
1460,5,1,9,8,24
1471,5,3,10,5,22
1468,5,0,9,4,21
1464,5,0,6,4,10
1461,5,3,10,8,29
1445,5,0,9,10,25
1449,5,3,7,5,10
1511,5,0,4,7,35
1500,5,1,11,8,15
1510,5,1,7,8,35
1497,5,1,3,1,10
1499,5,0,6,8,26
1509,5,3,4,2,25
1514,5,0,4,10,25
1486,5,0,8,7,21
1516,5,0,8,4,24
1487,5,3,3,8,23
1501,5,1,11,9,21
1519,5,0,7,3,16
1482,5,3,5,3,22
1493,5,3,7,4,37
1484,5,1,3,8,33
1489,5,1,8,0,15
1506,5,1,5,3,11
1513,5,4,3,1,17
1156,6,0,10,3,36
1126,6,0,10,7,18
1136,6,0,4,4,17
1142,6,0,12,8,23
1122,6,0,10,0,20
1141,6,1,7,6,35
1145,6,1,9,8,27
1139,6,1,7,7,16
1160,6,2,3,2,20
1157,6,2,8,8,37
1143,6,4,10,2,17
1150,6,2,9,3,28
1155,6,6,5,1,19
1154,6,2,6,5,16
1128,6,3,6,0,20
1137,6,1,3,3,12
1152,6,0,5,8,40
1135,6,1,5,2,32
1260,6,2,4,4,19
1275,6,1,12,4,15
1256,6,1,8,6,24
1254,6,2,7,5,13
1273,6,0,5,2,32
1277,6,1,8,2,24
1265,6,2,6,3,27
1252,6,0,6,5,20
1267,6,1,10,3,21
1255,6,2,4,4,40
1244,6,0,10,1,21
1243,6,2,6,3,22
1272,6,0,5,9,24
1248,6,0,6,7,40
1262,6,2,9,9,28
1247,6,1,2,2,19
1259,6,1,10,4,26
1250,6,1,10,0,22
1436,7,0,4,6,30
1417,7,3,8,5,37
1427,7,0,6,2,39
1429,7,4,3,2,14
1408,7,0,10,5,20
1422,7,0,8,8,25
1414,7,0,9,5,29
1424,7,2,6,4,40
1410,7,0,6,7,28
1419,7,3,5,3,21
1438,7,1,7,3,15
1411,7,2,8,3,14
1432,7,0,8,6,34
1434,7,0,4,3,20
1407,7,0,7,3,13
1418,7,1,7,3,20
1425,7,0,10,7,19
1409,7,1,9,3,38
1120,7,0,9,5,24
1086,7,1,10,7,39
1092,7,4,4,3,17
1093,7,6,8,3,22
1109,7,0,3,6,25
1105,7,0,5,10,29
1081,7,1,6,2,35
1103,7,0,6,5,19
1098,7,1,8,3,16
1119,7,3,10,5,19
1090,7,2,7,5,30
1112,7,0,8,8,23
1100,7,0,4,4,14
1106,7,0,6,7,32
1085,7,1,8,5,20
1087,7,0,7,5,22
1089,7,1,6,0,14
1116,7,3,2,1,12
1583,8,2,10,3,18
1576,8,0,10,3,31
1597,8,1,10,9,16
1590,8,3,3,5,13
1586,8,0,8,4,31
1589,8,5,2,5,14
1565,8,0,10,9,27
1567,8,2,8,7,33
1570,8,0,11,7,16
1595,8,0,6,2,29
1592,8,2,12,10,20
1572,8,0,10,6,28
1593,8,4,2,5,23
1585,8,1,7,4,26
1580,8,0,11,7,20
1599,8,1,4,2,17
1588,8,3,5,6,30
1562,8,4,3,1,17
1297,8,4,4,2,20
1315,8,1,7,9,26
1292,8,1,7,7,17
1290,8,0,8,3,18
1313,8,0,4,5,19
1300,8,0,9,8,35
1309,8,0,5,10,24
1299,8,0,7,6,39
1305,8,3,10,2,15
1293,8,0,6,9,25
1308,8,4,3,2,39
1295,8,0,3,1,20
1291,8,0,10,6,14
1288,8,0,4,7,22
1289,8,1,4,3,22
1298,8,2,10,10,30
1285,8,1,6,6,40
1307,8,3,9,4,19
1642,9,5,5,4,18
1644,9,1,6,3,13
1663,9,0,8,5,33
1641,9,1,10,4,26
1672,9,0,5,8,30
1655,9,1,5,2,30
1665,9,1,9,2,25
1662,9,3,9,3,28
1669,9,0,9,5,37
1667,9,0,2,5,11
1659,9,0,3,3,25
1654,9,0,7,8,20
1653,9,0,6,2,25
1648,9,1,7,4,27
1646,9,1,6,10,27
1676,9,1,4,7,23
1679,9,3,2,0,22
1660,9,0,5,4,25
1715,9,1,7,2,37
1690,9,1,6,4,23
1687,9,2,10,8,40
1691,9,0,7,7,14
1701,9,1,5,2,26
1706,9,0,9,3,25
1693,9,0,9,5,30
1682,9,1,6,10,29
1718,9,1,7,0,24
1683,9,1,8,6,10
1702,9,1,8,4,20
1695,9,2,6,0,13
1716,9,1,10,6,35
1697,9,0,5,5,20
1694,9,0,8,6,19
1689,9,0,6,4,25
1705,9,0,4,8,22
1684,9,0,8,3,21
1670,10,3,10,0,23
1669,10,1,4,7,23
1671,10,4,2,2,11
1673,10,3,10,4,21
1643,10,2,10,1,16
1678,10,1,5,6,18
1659,10,3,8,2,18
1654,10,0,12,2,17
1657,10,1,5,4,20
1663,10,1,3,8,20
1679,10,1,9,1,20
1661,10,1,10,2,39
1650,10,0,9,1,17
1676,10,1,8,1,15
1644,10,0,9,4,13
1647,10,2,10,4,24
1666,10,1,4,6,20
1653,10,1,4,5,14
1028,10,4,6,0,16
1003,10,3,3,3,11
1006,10,1,8,1,22
1026,10,1,4,2,39
1021,10,3,4,6,36
1033,10,0,5,9,22
1004,10,0,10,5,38
1023,10,0,5,9,23
1032,10,2,5,6,20
1029,10,1,10,2,23
1020,10,0,3,5,38
1012,10,4,7,6,31
1016,10,1,4,2,30
1002,10,0,4,7,17
1034,10,0,6,9,29
1037,10,0,4,7,21
1022,10,0,4,4,20
1031,10,3,3,5,23
1357,11,1,6,7,23
1323,11,1,7,1,14
1358,11,0,9,3,22
1328,11,0,5,6,14
1346,11,0,8,3,23
1344,11,0,10,1,10
1359,11,2,7,7,26
1339,11,2,8,5,40
1336,11,0,10,2,38
1331,11,1,7,4,23
1356,11,0,9,5,16
1321,11,2,4,7,24
1354,11,1,9,8,25
1350,11,1,10,4,17
1335,11,0,4,8,23
1322,11,2,10,1,24
1355,11,1,10,5,20
1334,11,0,4,4,22
1110,11,0,4,1,20
1111,11,1,10,2,17
1106,11,1,10,8,23
1088,11,0,10,5,21
1084,11,1,12,8,20
1095,11,1,4,5,32
1097,11,0,10,8,27
1112,11,1,8,10,29
1085,11,0,5,4,23
1101,11,2,9,5,19
1083,11,4,8,1,16
1104,11,2,7,8,34
1120,11,0,10,3,20
1115,11,2,7,3,39
1118,11,0,3,3,20
1090,11,0,4,2,24
1114,11,1,11,6,22
1109,11,0,3,5,20
1615,12,4,5,0,21
1632,12,1,9,8,31
1612,12,1,6,8,23
1635,12,1,3,1,19
1626,12,0,4,6,19
1617,12,0,10,8,24
1625,12,0,11,3,18
1639,12,2,9,3,22
1618,12,2,9,0,19
1640,12,3,5,4,23
1638,12,2,5,9,17
1616,12,3,8,7,21
1611,12,0,6,4,29
1631,12,0,11,4,25
1620,12,0,8,6,15
1610,12,1,6,9,17
1607,12,0,4,4,22
1637,12,1,8,4,40
1684,12,0,6,1,25
1693,12,1,6,4,37
1697,12,2,6,4,40
1719,12,0,8,8,21
1713,12,0,3,2,22
1718,12,3,5,0,15
1714,12,4,3,4,33
1700,12,0,7,3,23
1692,12,1,5,0,22
1696,12,1,3,4,24
1691,12,0,7,7,23
1688,12,1,4,8,20
1686,12,3,4,0,22
1681,12,0,10,5,22
1707,12,4,7,3,10
1689,12,4,9,4,16
1694,12,0,7,9,22
1703,12,0,6,3,26
1222,13,1,6,2,20
1218,13,0,5,2,25
1235,13,0,10,5,24
1210,13,4,8,2,24
1216,13,2,6,5,15
1225,13,0,8,7,34
1232,13,0,5,4,38
1219,13,2,11,5,28
1213,13,1,5,5,19
1215,13,0,5,3,13
1230,13,1,6,5,35
1223,13,1,6,2,32
1206,13,1,8,7,22
1205,13,1,4,5,38
1227,13,0,11,8,24
1221,13,1,6,2,19
1214,13,0,6,6,10
1229,13,0,8,2,14
1254,13,1,5,4,14
1252,13,0,8,9,30
1265,13,1,8,8,38
1275,13,2,11,6,29
1276,13,1,5,5,28
1259,13,1,9,4,27
1273,13,1,7,7,33
1267,13,0,5,2,30
1272,13,3,8,4,27
1243,13,3,2,3,12
1242,13,1,8,5,24
1269,13,0,8,6,23
1270,13,0,10,7,36
1266,13,0,3,3,23
1249,13,1,4,4,33
1262,13,0,6,6,15
1253,13,1,9,7,38
1278,13,1,9,7,26
1598,14,1,6,3,17
1588,14,0,10,2,29
1595,14,2,4,5,28
1578,14,4,5,1,25
1599,14,3,6,4,21
1570,14,0,12,5,23
1600,14,2,8,3,12
1579,14,0,9,4,30
1574,14,0,7,2,23
1586,14,0,7,6,38
1563,14,0,5,5,11
1584,14,2,3,1,11
1564,14,3,2,0,13
1580,14,0,10,8,25
1583,14,3,7,0,10
1582,14,0,8,9,29
1593,14,3,9,2,16
1569,14,1,7,4,21
1305,14,3,8,5,21
1313,14,1,4,6,27
1299,14,1,8,8,34
1312,14,2,9,1,16
1319,14,2,11,4,28
1298,14,0,10,8,27
1306,14,1,12,2,24
1290,14,0,7,2,20
1311,14,2,7,5,24
1283,14,0,5,3,23
1297,14,0,10,4,15
1314,14,0,4,5,36
1295,14,1,6,5,20
1288,14,0,9,6,21
1317,14,0,6,3,38
1307,14,0,8,2,13
1316,14,1,2,2,14
1315,14,2,5,3,25
1526,15,0,6,2,21
1523,15,0,6,4,21
1542,15,1,6,5,28
1548,15,1,9,7,33
1546,15,0,7,2,27
1549,15,3,7,0,17
1522,15,1,8,6,39
1545,15,0,7,0,24
1554,15,1,9,1,20
1551,15,0,9,3,36
1550,15,2,7,7,22
1540,15,0,4,8,15
1556,15,1,10,1,14
1547,15,5,2,5,11
1530,15,1,10,3,17
1560,15,1,6,8,29
1557,15,1,6,5,22
1558,15,4,3,2,20
1126,15,1,4,2,10
1151,15,0,12,9,19
1156,15,2,6,7,35
1150,15,0,7,8,27
1158,15,0,12,10,24
1129,15,2,6,6,23
1122,15,3,3,0,10
1130,15,0,5,2,27
1145,15,1,10,6,32
1141,15,0,3,6,28
1134,15,0,5,6,23
1142,15,0,9,4,17
1147,15,0,4,6,21
1132,15,0,6,4,31
1123,15,0,9,7,23
1143,15,1,7,1,18
1146,15,0,9,9,30
1128,15,3,5,2,16
1171,16,2,9,4,23
1177,16,3,9,3,23
1182,16,0,9,5,17
1175,16,6,8,1,17
1180,16,0,4,8,39
1199,16,1,7,4,39
1191,16,2,3,2,18
1200,16,1,6,3,32
1193,16,0,4,6,21
1179,16,1,11,10,18
1161,16,1,5,1,15
1173,16,1,7,5,33
1169,16,0,8,3,22
1187,16,2,10,7,37
1176,16,0,6,7,36
1189,16,1,5,1,13
1192,16,0,4,6,10
1174,16,1,5,8,37
1062,16,1,8,8,17
1060,16,0,7,4,21
1047,16,0,5,7,28
1076,16,2,3,4,20
1055,16,1,10,6,22
1070,16,1,10,4,23
1054,16,3,4,2,19
1073,16,0,8,7,17
1065,16,0,8,0,14
1052,16,1,8,8,28
1071,16,1,6,4,28
1057,16,3,4,5,12
1050,16,0,7,3,20
1058,16,1,9,7,22
1072,16,0,9,7,15
1080,16,6,3,5,16
1042,16,0,9,8,22
1066,16,0,10,6,21
1407,17,2,7,5,23
1411,17,1,7,2,17
1417,17,1,4,2,23
1440,17,2,7,4,19
1433,17,2,3,7,40
1419,17,2,7,0,15
1404,17,0,4,2,15
1410,17,1,9,5,25
1437,17,2,10,8,19
1414,17,0,6,10,23
1425,17,1,8,5,18
1408,17,0,11,9,16
1420,17,1,5,2,11
1435,17,0,9,6,24
1432,17,0,10,6,32
1418,17,0,9,4,22
1430,17,0,10,8,23
1424,17,1,5,8,35
1395,17,0,8,5,21
1366,17,0,6,9,24
1389,17,0,5,3,32
1393,17,1,9,6,25
1361,17,1,10,2,17
1363,17,5,10,3,11
1368,17,1,9,4,23
1379,17,0,7,9,26
1370,17,0,8,7,15
1385,17,1,11,2,26
1375,17,3,5,2,40
1378,17,0,8,4,39
1382,17,4,3,1,16
1398,17,1,8,2,26
1392,17,1,6,7,33
1381,17,1,8,5,20
1376,17,2,9,4,38
1365,17,0,8,6,37
1479,18,1,7,3,25
1457,18,1,6,3,16
1459,18,0,5,5,21
1442,18,1,4,5,20
1468,18,1,10,5,30
1445,18,2,4,8,30
1448,18,0,5,6,23
1478,18,2,8,6,20
1475,18,0,4,8,24
1467,18,0,4,8,35
1469,18,0,4,4,25
1471,18,4,9,2,25
1465,18,1,8,4,25
1470,18,5,10,5,20
1444,18,1,8,3,23
1452,18,3,6,4,25
1449,18,2,7,5,10
1441,18,0,10,8,35
1512,18,3,11,5,28
1515,18,0,6,4,11
1488,18,1,3,6,22
1494,18,1,6,4,25
1492,18,2,2,5,18
1505,18,0,9,5,24
1509,18,0,6,7,29
1510,18,0,8,8,39
1491,18,1,7,4,24
1501,18,0,9,6,25
1511,18,3,7,4,35
1516,18,0,4,6,32
1499,18,0,10,10,25
1483,18,1,3,5,27
1484,18,1,7,3,21
1507,18,3,6,2,19
1481,18,1,8,3,10
1498,18,0,4,2,23
1195,19,1,3,3,34
1174,19,1,7,3,26
1188,19,0,8,3,20
1165,19,2,4,2,28
1164,19,2,9,4,10
1193,19,0,12,3,16
1200,19,0,9,5,30
1184,19,0,10,5,29
1182,19,0,6,1,18
1172,19,2,4,8,22
1197,19,1,5,4,25
1185,19,1,4,3,25
1176,19,1,8,2,24
1161,19,4,8,5,15
1179,19,3,11,6,21
1162,19,0,10,3,36
1171,19,1,9,1,14
1199,19,1,5,8,22
1663,19,2,10,8,36
1671,19,1,6,1,18
1659,19,3,7,5,20
1673,19,4,8,2,23
1649,19,1,4,8,30
1665,19,0,7,7,22
1680,19,0,4,4,21
1645,19,0,6,1,18
1666,19,1,6,7,31
1676,19,1,5,4,18
1656,19,0,3,4,26
1664,19,0,11,7,26
1662,19,1,8,6,29
1641,19,1,5,6,22
1670,19,3,6,2,17
1669,19,1,10,7,38
1648,19,0,5,6,37
1651,19,1,4,3,31
1100,20,0,2,1,13
1113,20,0,6,3,21
1083,20,4,7,1,10
1088,20,3,5,4,39
1107,20,0,6,2,16
1099,20,2,8,1,12
1118,20,2,3,6,35
1111,20,1,6,1,24
1109,20,0,8,4,28
1112,20,0,4,7,18
1093,20,0,4,3,25
1101,20,0,2,5,23
1104,20,1,8,7,31
1095,20,0,6,7,20
1119,20,0,7,4,29
1098,20,2,4,0,19
1110,20,0,6,1,21
1108,20,0,9,6,21
1243,20,2,4,0,22
1275,20,0,7,2,30
1266,20,0,3,7,25
1244,20,1,5,4,22
1242,20,0,5,7,39
1274,20,1,3,2,23
1262,20,1,10,2,19
1270,20,0,8,3,40
1267,20,0,6,6,30
1249,20,2,10,6,22
1257,20,0,2,3,14
1272,20,0,6,7,18
1248,20,0,6,4,25
1278,20,0,7,5,31
1260,20,2,8,1,18
1271,20,3,9,4,10
1261,20,0,8,2,15
1264,20,0,5,4,22
1079,21,0,4,2,36
1077,21,1,8,6,24
1064,21,2,7,5,40
1057,21,1,6,0,13
1055,21,1,3,7,34
1052,21,1,8,6,27
1076,21,3,7,6,34
1080,21,2,2,0,10
1045,21,1,6,7,26
1050,21,2,10,1,13
1078,21,0,12,8,17
1073,21,1,12,9,26
1056,21,1,6,1,14
1042,21,0,4,5,34
1046,21,2,2,1,12
1065,21,2,5,4,18
1051,21,1,8,3,16
1049,21,0,11,8,28
1288,21,1,7,5,22
1318,21,2,8,4,20
1282,21,1,8,2,24
1286,21,0,8,6,22
1285,21,0,8,7,36
1287,21,0,9,5,25
1294,21,0,10,4,24
1313,21,0,7,2,22
1320,21,0,5,3,23
1315,21,1,10,4,26
1297,21,2,2,2,20
1311,21,1,10,0,17
1308,21,0,5,3,38
1292,21,0,9,6,27
1290,21,0,9,5,24
1281,21,2,6,4,28
1301,21,2,8,1,14
1302,21,0,4,4,21
1353,22,1,7,0,12
1355,22,1,9,8,23
1321,22,0,10,2,26
1323,22,3,10,3,20
1339,22,0,9,2,31
1346,22,0,10,2,26
1336,22,1,5,3,32
1324,22,2,5,3,19
1357,22,1,7,8,21
1326,22,2,10,5,13
1342,22,0,8,6,38
1322,22,1,2,1,19
1349,22,0,8,2,26
1328,22,0,6,7,25
1351,22,0,10,2,23
1333,22,2,10,4,15
1331,22,1,4,5,11
1341,22,0,6,5,26
1121,22,2,9,7,32
1160,22,3,5,4,19
1143,22,4,10,3,14
1125,22,1,5,4,12
1150,22,1,9,3,35
1139,22,1,4,5,20
1133,22,1,4,7,20
1127,22,1,9,2,22
1132,22,1,3,2,36
1142,22,1,10,3,28
1153,22,2,6,2,40
1135,22,1,6,6,35
1141,22,2,8,2,24
1129,22,1,10,7,23
1128,22,2,5,3,21
1158,22,0,5,4,21
1151,22,0,9,9,30
1144,22,0,8,6,23
1459,23,2,9,3,22
1446,23,0,4,8,15
1448,23,0,10,5,30
1444,23,0,12,4,25
1449,23,1,7,0,25
1471,23,1,3,0,25
1442,23,1,9,7,22
1475,23,1,9,7,25
1443,23,0,10,3,17
1460,23,1,7,7,30
1464,23,1,5,1,13
1452,23,5,10,6,22
1441,23,1,4,3,30
1451,23,2,8,5,17
1450,23,1,8,5,24
1469,23,2,4,3,36
1476,23,1,9,4,21
1456,23,2,4,0,13
1400,23,4,3,6,32
1380,23,0,10,3,18
1372,23,1,7,4,11
1399,23,1,6,2,36
1394,23,1,10,4,36
1392,23,1,7,7,31
1368,23,1,4,0,19
1367,23,1,5,4,21
1381,23,0,7,8,27
1370,23,1,5,4,26
1373,23,6,10,3,15
1383,23,6,6,2,24
1396,23,0,10,2,29
1393,23,0,6,3,13
1386,23,0,2,3,16
1362,23,0,11,2,16
1397,23,0,11,10,30
1375,23,2,8,8,24
1413,24,1,10,4,18
1437,24,0,6,2,25
1419,24,1,9,3,17
1427,24,1,3,2,25
1415,24,1,7,5,35
1429,24,1,10,4,11
1416,24,0,3,4,15
1425,24,2,5,6,20
1421,24,4,2,5,12
1406,24,1,5,2,22
1424,24,0,8,2,29
1428,24,2,9,1,22
1410,24,0,9,6,31
1408,24,1,12,7,22
1412,24,1,10,8,40
1439,24,1,9,3,25
1438,24,1,8,6,18
1411,24,0,10,4,16
1025,24,0,3,5,28
1017,24,0,3,1,23
1030,24,1,10,5,14
1006,24,2,5,3,21
1001,24,2,10,6,23
1031,24,2,8,2,13
1019,24,1,10,0,10
1028,24,3,4,0,24
1034,24,0,9,6,23
1033,24,2,5,10,20
1040,24,1,8,5,10
1018,24,1,6,6,14
1011,24,1,3,8,39
1035,24,2,8,3,10
1029,24,0,8,6,20
1037,24,0,12,3,28
1010,24,0,7,3,20
1014,24,0,5,6,30
1505,25,0,10,2,23
1514,25,1,5,10,24
1489,25,2,4,2,21
1516,25,2,6,2,37
1508,25,3,7,5,14
1511,25,1,8,3,29
1490,25,2,10,4,27
1509,25,2,5,7,28
1493,25,0,10,2,33
1504,25,2,7,2,22
1486,25,1,10,7,21
1503,25,1,7,5,18
1512,25,2,11,7,15
1500,25,1,7,9,17
1519,25,0,4,6,22
1498,25,1,8,8,38
1502,25,3,5,3,21
1507,25,3,10,4,22
1687,25,4,4,4,36
1704,25,0,6,8,28
1715,25,0,9,4,31
1693,25,0,10,7,37
1692,25,4,5,1,15
1716,25,1,3,4,31
1684,25,0,10,2,24
1720,25,0,10,10,19
1709,25,3,2,3,23
1711,25,0,8,6,29
1681,25,1,8,7,16
1682,25,0,9,9,27
1718,25,1,8,5,19
1689,25,2,8,3,14
1699,25,3,4,7,39
1695,25,0,6,3,20
1686,25,2,10,5,10
1708,25,2,4,0,16
1215,26,2,9,4,15
1229,26,0,9,2,11
1207,26,0,8,6,28
1201,26,1,4,1,25
1230,26,1,6,7,25
1222,26,1,9,2,27
1208,26,2,3,3,40
1234,26,1,5,8,23
1221,26,1,6,5,23
1225,26,3,3,3,23
1220,26,2,8,4,29
1203,26,3,9,2,16
1236,26,0,8,7,29
1213,26,1,11,5,17
1240,26,0,5,2,20
1209,26,0,10,4,25
1204,26,2,5,2,25
1226,26,3,5,2,23
1600,26,3,5,5,25
1598,26,0,8,1,24
1584,26,1,9,1,24
1592,26,0,11,7,29
1576,26,0,9,7,39
1594,26,1,5,8,37
1562,26,2,9,4,15
1574,26,0,9,6,12
1599,26,4,5,4,23
1585,26,2,3,5,22
1567,26,0,8,5,35
1596,26,0,3,4,34
1577,26,3,8,1,20
1573,26,2,3,5,22
1588,26,0,10,8,26
1571,26,2,9,2,14
1570,26,0,11,7,17
1565,26,0,4,3,17
1631,27,2,5,4,18
1605,27,0,9,4,34
1635,27,1,4,2,18
1616,27,2,10,5,20
1623,27,0,4,0,20
1621,27,3,9,5,22
1601,27,4,5,1,22
1624,27,1,3,4,28
1611,27,0,7,2,26
1632,27,0,8,5,35
1634,27,1,6,5,16
1625,27,1,7,8,20
1604,27,1,3,3,23
1612,27,1,9,5,37
1613,27,1,9,3,23
1619,27,0,8,5,26
1614,27,2,6,3,13
1608,27,0,7,6,25
1533,27,1,9,2,27
1544,27,0,9,5,30
1540,27,1,12,5,15
1524,27,2,9,3,16
1529,27,5,2,3,20
1555,27,1,10,0,20
1522,27,0,4,6,37
1549,27,1,6,4,20
1535,27,0,10,6,25
1557,27,0,7,7,19
1556,27,0,6,2,16
1534,27,1,9,3,24
1554,27,1,6,1,13
1541,27,0,6,2,13
1552,27,1,7,8,20
1531,27,3,7,6,29
1537,27,2,10,1,18
1560,27,0,5,2,28
1371,28,2,7,5,10
1400,28,0,7,8,38
1388,28,3,4,1,20
1367,28,0,7,2,25
1380,28,1,9,5,20
1382,28,2,8,2,19
1375,28,0,9,6,25
1395,28,1,11,9,25
1374,28,1,6,3,32
1394,28,0,5,2,21
1363,28,2,2,3,15
1370,28,2,8,6,17
1369,28,2,10,6,33
1399,28,1,7,2,35
1379,28,0,11,10,27
1385,28,0,7,2,27
1361,28,0,10,10,22
1372,28,2,3,5,14
1686,28,2,2,0,13
1689,28,2,6,1,14
1703,28,0,5,8,25
1705,28,1,5,6,22
1697,28,2,9,2,32
1707,28,3,7,1,12
1684,28,0,5,1,24
1698,28,1,12,3,29
1708,28,3,5,1,14
1717,28,2,7,2,23
1693,28,2,4,7,36
1695,28,1,8,4,20
1718,28,1,3,5,22
1714,28,1,7,3,32
1716,28,0,3,5,25
1715,28,1,10,7,26
1712,28,2,7,1,12
1683,28,2,10,5,16
1164,29,2,9,5,25
1177,29,2,9,4,12
1169,29,0,9,3,19
1190,29,0,8,7,29
1187,29,1,10,3,20
1192,29,1,10,5,23
1181,29,2,9,6,27
1163,29,0,11,10,27
1175,29,1,9,2,11
1161,29,3,8,5,16
1178,29,2,6,3,11
1180,29,1,6,8,35
1166,29,0,7,3,24
1182,29,0,9,7,23
1173,29,0,4,7,34
1189,29,1,9,5,15
1176,29,0,9,7,29
1200,29,1,6,7,23
1458,29,2,5,5,28
1451,29,5,7,2,11
1460,29,0,3,8,22
1455,29,0,3,4,16
1449,29,1,5,3,12
1472,29,1,9,6,32
1441,29,2,4,8,20
1445,29,1,6,6,21
1471,29,5,8,5,21
1459,29,2,5,1,12
1466,29,1,9,5,29
1443,29,0,11,9,27
1475,29,0,5,4,17
1468,29,0,8,2,19
1442,29,1,10,4,11
1477,29,2,8,5,21
1461,29,0,9,2,21
1464,29,0,8,7,11
1234,30,0,5,4,28
1208,30,1,3,2,21
1238,30,0,10,4,23
1240,30,3,8,1,14
1230,30,4,6,5,24
1212,30,2,3,3,20
1233,30,2,4,4,23
1227,30,0,11,7,20
1213,30,1,10,3,20
1210,30,1,4,4,19
1232,30,2,4,6,30
1214,30,0,9,3,18
1229,30,1,5,0,19
1207,30,1,10,4,23
1222,30,3,5,6,26
1216,30,0,7,3,19
1221,30,2,10,1,18
1211,30,0,5,1,19
1581,30,0,10,3,35
1574,30,0,7,3,18
1566,30,0,12,8,26
1564,30,4,3,3,15
1593,30,1,7,4,12
1576,30,2,7,4,38
1584,30,2,5,2,12
1578,30,3,8,3,21
1582,30,0,4,2,18
1588,30,1,9,7,33
1594,30,0,4,6,40
