match_id,season,round_number,match_date,home_team_id,away_team_id,home_score,away_score,winner_team_id
46,2023,6,2023-04-05,15,17,80,93,17
47,2023,6,2023-04-05,13,9,98,84,13
48,2023,6,2023-04-05,16,10,110,82,16
49,2023,6,2023-04-05,5,8,96,93,5
50,2023,6,2023-04-05,2,1,106,78,2
51,2023,6,2023-04-05,14,18,99,90,14
52,2023,6,2023-04-05,3,7,105,112,7
53,2023,6,2023-04-05,6,4,83,89,4
54,2023,6,2023-04-05,12,11,83,82,12
55,2023,7,2023-04-12,13,14,93,74,13
56,2023,7,2023-04-12,16,18,96,88,16
57,2023,7,2023-04-12,3,4,93,119,4
58,2023,7,2023-04-12,5,9,84,71,5
59,2023,7,2023-04-12,7,10,106,89,7
60,2023,7,2023-04-12,6,1,110,71,6
61,2023,7,2023-04-12,15,17,82,78,15
62,2023,7,2023-04-12,8,12,109,80,8
63,2023,7,2023-04-12,11,2,99,98,11
64,2023,8,2023-04-19,7,15,118,73,7
65,2023,8,2023-04-19,8,5,78,73,8
66,2023,8,2023-04-19,12,3,84,97,3
67,2023,8,2023-04-19,1,6,90,97,6
68,2023,8,2023-04-19,4,14,117,82,4
69,2023,8,2023-04-19,10,16,91,83,10
70,2023,8,2023-04-19,2,18,91,77,2
71,2023,8,2023-04-19,11,9,111,72,11
72,2023,8,2023-04-19,17,13,75,99,13
73,2023,9,2023-04-26,17,13,86,110,13
74,2023,9,2023-04-26,15,5,96,80,15
75,2023,9,2023-04-26,2,11,111,114,11
76,2023,9,2023-04-26,8,6,92,91,8
77,2023,9,2023-04-26,7,10,100,81,7
78,2023,9,2023-04-26,12,14,80,100,14
79,2023,9,2023-04-26,18,4,109,105,18
80,2023,9,2023-04-26,9,16,83,99,16
81,2023,9,2023-04-26,3,1,102,91,3
82,2023,10,2023-05-03,5,12,104,90,5
83,2023,10,2023-05-03,8,9,108,82,8
84,2023,10,2023-05-03,16,2,105,119,2
85,2023,10,2023-05-03,4,18,105,114,18
86,2023,10,2023-05-03,11,13,85,79,11
87,2023,10,2023-05-03,10,15,86,72,10
88,2023,10,2023-05-03,6,14,93,100,14
89,2023,10,2023-05-03,7,17,98,83,7
90,2023,10,2023-05-03,1,3,77,112,3
91,2023,11,2023-05-10,13,17,109,68,13
92,2023,11,2023-05-10,5,9,108,75,5
93,2023,11,2023-05-10,2,15,111,74,2
94,2023,11,2023-05-10,14,8,86,105,8
95,2023,11,2023-05-10,12,4,70,119,4
96,2023,11,2023-05-10,10,3,99,90,10
97,2023,11,2023-05-10,11,1,96,90,11
98,2023,11,2023-05-10,7,16,83,114,16
99,2023,11,2023-05-10,6,18,104,105,18
100,2023,12,2023-05-17,18,11,97,104,11
101,2023,12,2023-05-17,9,6,85,74,9
102,2023,12,2023-05-17,2,17,105,100,2
103,2023,12,2023-05-17,16,8,91,81,16
104,2023,12,2023-05-17,10,1,104,95,10
105,2023,12,2023-05-17,14,5,92,89,14
106,2023,12,2023-05-17,15,12,89,93,12
107,2023,12,2023-05-17,3,13,94,78,3
108,2023,12,2023-05-17,4,7,116,75,4
109,2023,13,2023-05-24,8,17,81,74,8
110,2023,13,2023-05-24,4,1,96,80,4
111,2023,13,2023-05-24,15,5,95,79,15
112,2023,13,2023-05-24,14,13,82,111,13
113,2023,13,2023-05-24,12,16,92,107,16
114,2023,13,2023-05-24,2,10,95,71,2
115,2023,13,2023-05-24,11,7,93,94,7
116,2023,13,2023-05-24,9,6,107,111,6
117,2023,13,2023-05-24,3,18,82,108,18
118,2023,14,2023-05-31,13,11,115,91,13
119,2023,14,2023-05-31,5,12,113,95,5
120,2023,14,2023-05-31,15,2,85,91,2
121,2023,14,2023-05-31,7,6,88,75,7
122,2023,14,2023-05-31,4,3,125,108,4
123,2023,14,2023-05-31,14,17,86,95,17
124,2023,14,2023-05-31,1,8,105,85,1
125,2023,14,2023-05-31,16,18,95,84,16
126,2023,14,2023-05-31,10,9,105,85,10
127,2023,15,2023-06-07,11,14,108,97,11
128,2023,15,2023-06-07,12,18,94,81,12
129,2023,15,2023-06-07,4,15,115,76,4
130,2023,15,2023-06-07,10,17,97,96,10
131,2023,15,2023-06-07,7,8,80,90,8
132,2023,15,2023-06-07,16,9,110,71,16
133,2023,15,2023-06-07,6,3,87,98,3
134,2023,15,2023-06-07,5,13,103,104,13
135,2023,15,2023-06-07,2,1,123,84,2
136,2023,16,2023-06-14,8,3,108,106,8
137,2023,16,2023-06-14,10,5,88,87,10
138,2023,16,2023-06-14,2,17,115,87,2
139,2023,16,2023-06-14,1,13,108,87,1
140,2023,16,2023-06-14,14,15,71,85,15
141,2023,16,2023-06-14,9,4,92,109,4
142,2023,16,2023-06-14,16,18,115,76,16
143,2023,16,2023-06-14,6,11,98,85,6
144,2023,16,2023-06-14,12,7,73,104,7
145,2023,17,2023-06-21,6,13,117,88,6
146,2023,17,2023-06-21,10,2,113,83,10
147,2023,17,2023-06-21,17,18,80,102,18
148,2023,17,2023-06-21,14,12,110,102,14
149,2023,17,2023-06-21,4,3,116,81,4
150,2023,17,2023-06-21,15,9,86,104,9
151,2023,17,2023-06-21,7,8,92,72,7
152,2023,17,2023-06-21,1,5,84,96,5
153,2023,17,2023-06-21,11,16,83,93,16
154,2023,18,2023-06-28,7,16,100,101,16
155,2023,18,2023-06-28,5,18,101,99,5
156,2023,18,2023-06-28,4,17,113,82,4
157,2023,18,2023-06-28,13,2,84,98,2
158,2023,18,2023-06-28,10,9,103,76,10
159,2023,18,2023-06-28,1,12,101,97,1
160,2023,18,2023-06-28,15,14,107,99,15
161,2023,18,2023-06-28,6,8,118,72,6
162,2023,18,2023-06-28,3,11,113,81,3
163,2023,19,2023-07-05,16,15,121,108,16
164,2023,19,2023-07-05,18,5,97,109,5
165,2023,19,2023-07-05,14,11,106,103,14
166,2023,19,2023-07-05,1,10,89,88,1
167,2023,19,2023-07-05,6,3,90,77,6
168,2023,19,2023-07-05,4,9,126,87,4
169,2023,19,2023-07-05,17,12,106,100,17
170,2023,19,2023-07-05,7,2,110,102,7
171,2023,19,2023-07-05,13,8,84,87,8
172,2023,20,2023-07-12,17,1,82,97,1
173,2023,20,2023-07-12,5,13,108,93,5
174,2023,20,2023-07-12,15,4,104,91,15
175,2023,20,2023-07-12,12,8,100,84,12
176,2023,20,2023-07-12,18,2,98,114,2
177,2023,20,2023-07-12,14,11,85,117,11
178,2023,20,2023-07-12,16,7,107,113,7
179,2023,20,2023-07-12,6,9,91,99,9
180,2023,20,2023-07-12,3,10,86,85,3
181,2023,21,2023-07-19,1,13,80,79,1
182,2023,21,2023-07-19,10,16,78,97,16
183,2023,21,2023-07-19,9,14,80,87,14
184,2023,21,2023-07-19,3,6,90,94,6
185,2023,21,2023-07-19,5,12,110,103,5
186,2023,21,2023-07-19,2,4,99,87,2
187,2023,21,2023-07-19,15,18,103,89,15
188,2023,21,2023-07-19,17,7,86,110,7
189,2023,21,2023-07-19,8,11,81,83,11
190,2023,22,2023-07-26,10,7,85,105,7
191,2023,22,2023-07-26,9,13,75,116,13
192,2023,22,2023-07-26,12,3,104,89,12
193,2023,22,2023-07-26,16,11,86,88,11
194,2023,22,2023-07-26,8,18,82,93,18
195,2023,22,2023-07-26,17,1,105,101,17
196,2023,22,2023-07-26,2,6,110,92,2
197,2023,22,2023-07-26,5,15,88,91,15
198,2023,22,2023-07-26,4,14,97,103,14
199,2024,1,2024-03-01,13,9,90,75,13
200,2024,1,2024-03-01,16,7,109,80,16
201,2024,1,2024-03-01,10,15,76,73,10
202,2024,1,2024-03-01,2,11,124,90,2
203,2024,1,2024-03-01,6,17,102,92,6
204,2024,1,2024-03-01,3,18,119,91,3
205,2024,1,2024-03-01,4,8,108,76,4
206,2024,1,2024-03-01,1,14,102,105,14
207,2024,1,2024-03-01,12,5,108,106,12
208,2024,2,2024-03-08,1,4,104,103,1
209,2024,2,2024-03-08,17,13,88,84,17
210,2024,2,2024-03-08,5,10,91,76,5
211,2024,2,2024-03-08,15,11,97,92,15
212,2024,2,2024-03-08,14,8,111,80,14
213,2024,2,2024-03-08,7,9,90,76,7
214,2024,2,2024-03-08,6,18,110,92,6
215,2024,2,2024-03-08,16,12,88,89,12
216,2024,2,2024-03-08,2,3,92,96,3
217,2024,3,2024-03-15,9,5,92,89,9
218,2024,3,2024-03-15,8,14,103,71,8
219,2024,3,2024-03-15,15,6,95,89,15
220,2024,3,2024-03-15,12,4,109,116,4
221,2024,3,2024-03-15,17,18,72,110,18
222,2024,3,2024-03-15,10,7,107,93,10
223,2024,3,2024-03-15,13,1,116,86,13
224,2024,3,2024-03-15,11,16,113,90,11
225,2024,3,2024-03-15,3,2,121,96,3
226,2024,4,2024-03-22,13,6,87,103,6
227,2024,4,2024-03-22,11,16,98,115,16
228,2024,4,2024-03-22,10,4,99,98,10
229,2024,4,2024-03-22,12,7,102,86,12
230,2024,4,2024-03-22,5,15,104,78,5
231,2024,4,2024-03-22,9,17,99,85,9
232,2024,4,2024-03-22,18,3,106,83,18
233,2024,4,2024-03-22,8,2,92,96,2
234,2024,4,2024-03-22,14,1,106,82,14
235,2024,5,2024-03-29,12,13,104,87,12
236,2024,5,2024-03-29,11,10,113,74,11
237,2024,5,2024-03-29,18,8,106,107,8
238,2024,5,2024-03-29,5,1,107,74,5
239,2024,5,2024-03-29,6,2,98,101,2
240,2024,5,2024-03-29,7,15,106,81,7
241,2024,5,2024-03-29,17,4,80,95,4
242,2024,5,2024-03-29,3,14,99,71,3
243,2024,5,2024-03-29,16,9,93,81,16
244,2024,6,2024-04-05,12,18,98,96,12
245,2024,6,2024-04-05,8,6,77,90,6
246,2024,6,2024-04-05,7,11,102,100,7
247,2024,6,2024-04-05,3,17,117,90,3
248,2024,6,2024-04-05,16,2,89,115,2
249,2024,6,2024-04-05,10,1,107,77,10
250,2024,6,2024-04-05,13,15,110,88,13
251,2024,6,2024-04-05,5,9,93,106,9
252,2024,6,2024-04-05,4,14,87,71,4
253,2024,7,2024-04-12,3,13,96,100,13
254,2024,7,2024-04-12,2,1,121,74,2
255,2024,7,2024-04-12,9,15,90,95,15
256,2024,7,2024-04-12,8,18,77,84,18
257,2024,7,2024-04-12,17,6,83,95,6
258,2024,7,2024-04-12,5,11,79,96,11
259,2024,7,2024-04-12,14,7,90,79,14
260,2024,7,2024-04-12,10,12,79,94,12
261,2024,7,2024-04-12,4,16,99,109,16
262,2024,8,2024-04-19,2,4,99,117,4
263,2024,8,2024-04-19,18,15,105,91,18
264,2024,8,2024-04-19,14,1,108,90,14
265,2024,8,2024-04-19,12,5,88,77,12
266,2024,8,2024-04-19,7,10,116,72,7
267,2024,8,2024-04-19,3,17,82,67,3
268,2024,8,2024-04-19,11,13,116,84,11
269,2024,8,2024-04-19,8,6,91,74,8
270,2024,8,2024-04-19,16,9,121,93,16
271,2024,9,2024-04-26,9,4,76,121,4
272,2024,9,2024-04-26,2,12,100,66,2
273,2024,9,2024-04-26,7,18,99,111,18
274,2024,9,2024-04-26,17,5,82,84,5
275,2024,9,2024-04-26,10,1,88,98,1
276,2024,9,2024-04-26,16,6,114,109,16
277,2024,9,2024-04-26,11,15,109,107,11
278,2024,9,2024-04-26,14,3,107,83,14
279,2024,9,2024-04-26,8,13,113,100,8
280,2024,10,2024-05-03,1,11,97,85,1
281,2024,10,2024-05-03,6,17,116,101,6
282,2024,10,2024-05-03,16,2,110,118,2
283,2024,10,2024-05-03,9,12,88,91,12
284,2024,10,2024-05-03,13,10,84,72,13
285,2024,10,2024-05-03,15,4,98,112,4
286,2024,10,2024-05-03,7,8,88,96,8
287,2024,10,2024-05-03,18,5,106,73,18
288,2024,10,2024-05-03,3,14,120,82,3
289,2024,11,2024-05-10,8,16,114,111,8
290,2024,11,2024-05-10,4,7,119,89,4
291,2024,11,2024-05-10,14,2,100,98,14
292,2024,11,2024-05-10,17,15,103,111,15
293,2024,11,2024-05-10,12,3,72,115,3
294,2024,11,2024-05-10,18,11,93,97,11
295,2024,11,2024-05-10,5,13,97,93,5
296,2024,11,2024-05-10,10,9,74,107,9
297,2024,11,2024-05-10,1,6,93,109,6
298,2024,12,2024-05-17,2,9,97,79,2
299,2024,12,2024-05-17,14,15,103,105,15
300,2024,12,2024-05-17,1,10,79,95,10
301,2024,12,2024-05-17,16,4,110,116,4
302,2024,12,2024-05-17,13,7,114,74,13
303,2024,12,2024-05-17,5,6,93,100,6
304,2024,12,2024-05-17,8,12,78,102,12
305,2024,12,2024-05-17,11,18,123,85,11
306,2024,12,2024-05-17,17,3,93,85,17
307,2024,13,2024-05-24,6,7,81,106,7
308,2024,13,2024-05-24,17,16,89,107,16
309,2024,13,2024-05-24,5,10,77,108,10
310,2024,13,2024-05-24,11,3,89,111,3
311,2024,13,2024-05-24,1,15,114,95,1
312,2024,13,2024-05-24,18,13,97,105,13
313,2024,13,2024-05-24,14,4,83,102,4
314,2024,13,2024-05-24,12,8,92,106,8
315,2024,13,2024-05-24,2,9,113,87,2
316,2024,14,2024-05-31,7,11,82,92,11
317,2024,14,2024-05-31,9,2,79,114,2
318,2024,14,2024-05-31,17,14,105,82,17
319,2024,14,2024-05-31,3,6,103,112,6
320,2024,14,2024-05-31,16,10,98,103,10
321,2024,14,2024-05-31,5,12,99,75,5
322,2024,14,2024-05-31,15,18,99,93,15
323,2024,14,2024-05-31,13,1,106,103,13
324,2024,14,2024-05-31,8,4,108,87,8
325,2024,15,2024-06-07,14,5,105,87,14
326,2024,15,2024-06-07,13,10,85,97,10
327,2024,15,2024-06-07,8,9,85,100,9
328,2024,15,2024-06-07,15,4,80,110,4
329,2024,15,2024-06-07,11,16,112,89,11
330,2024,15,2024-06-07,3,18,118,110,3
331,2024,15,2024-06-07,1,17,81,87,17
332,2024,15,2024-06-07,7,2,111,89,7
333,2024,15,2024-06-07,12,6,101,89,12
334,2024,16,2024-06-14,12,17,98,80,12
335,2024,16,2024-06-14,6,4,86,93,4
336,2024,16,2024-06-14,10,1,89,87,10
337,2024,16,2024-06-14,8,11,77,112,11
338,2024,16,2024-06-14,3,9,100,93,3
339,2024,16,2024-06-14,18,13,120,101,18
340,2024,16,2024-06-14,7,16,106,118,16
341,2024,16,2024-06-14,5,14,83,103,14
342,2024,16,2024-06-14,2,15,109,105,2
343,2024,17,2024-06-21,6,3,111,92,6
344,2024,17,2024-06-21,1,5,81,75,1
345,2024,17,2024-06-21,12,17,86,84,12
346,2024,17,2024-06-21,9,14,75,96,14
347,2024,17,2024-06-21,15,18,110,114,18
348,2024,17,2024-06-21,13,2,86,100,2
349,2024,17,2024-06-21,10,4,104,108,4
350,2024,17,2024-06-21,11,16,103,92,11
351,2024,17,2024-06-21,7,8,87,86,7
352,2024,18,2024-06-28,5,14,99,103,14
353,2024,18,2024-06-28,11,15,98,101,15
354,2024,18,2024-06-28,13,9,109,88,13
355,2024,18,2024-06-28,10,12,102,81,10
356,2024,18,2024-06-28,3,2,117,119,2
357,2024,18,2024-06-28,1,6,112,111,1
358,2024,18,2024-06-28,7,8,89,79,7
359,2024,18,2024-06-28,4,17,123,70,4
360,2024,18,2024-06-28,16,18,109,87,16
361,2024,19,2024-07-05,15,6,102,79,15
362,2024,19,2024-07-05,10,12,109,97,10
363,2024,19,2024-07-05,5,18,104,105,18
364,2024,19,2024-07-05,3,1,97,70,3
365,2024,19,2024-07-05,17,13,86,113,13
366,2024,19,2024-07-05,7,4,79,120,4
367,2024,19,2024-07-05,2,9,105,107,9
368,2024,19,2024-07-05,16,8,102,105,8
369,2024,19,2024-07-05,11,14,106,68,11
370,2024,20,2024-07-12,9,18,90,113,18
371,2024,20,2024-07-12,1,10,111,73,1
372,2024,20,2024-07-12,16,7,117,111,16
373,2024,20,2024-07-12,2,5,100,75,2
374,2024,20,2024-07-12,12,11,73,110,11
375,2024,20,2024-07-12,15,13,98,80,15
376,2024,20,2024-07-12,3,8,87,105,8
377,2024,20,2024-07-12,17,6,87,107,6
378,2024,20,2024-07-12,14,4,105,84,14
379,2024,21,2024-07-19,7,5,94,83,7
380,2024,21,2024-07-19,6,13,94,106,13
381,2024,21,2024-07-19,1,2,101,111,2
382,2024,21,2024-07-19,9,15,79,77,9
383,2024,21,2024-07-19,11,16,111,79,11
384,2024,21,2024-07-19,3,8,105,86,3
385,2024,21,2024-07-19,10,12,102,87,10
386,2024,21,2024-07-19,14,4,78,110,4
387,2024,21,2024-07-19,17,18,92,89,17
388,2024,22,2024-07-26,18,9,105,92,18
389,2024,22,2024-07-26,5,8,96,76,5
390,2024,22,2024-07-26,2,17,104,68,2
391,2024,22,2024-07-26,1,13,113,81,1
392,2024,22,2024-07-26,7,6,100,106,6
393,2024,22,2024-07-26,12,14,109,94,12
394,2024,22,2024-07-26,11,3,113,84,11
395,2024,22,2024-07-26,16,4,123,106,16
396,2024,22,2024-07-26,15,10,94,84,15
397,2025,1,2025-03-01,9,2,114,99,9
398,2025,1,2025-03-01,10,14,74,92,14
399,2025,1,2025-03-01,16,15,89,79,16
400,2025,1,2025-03-01,17,1,89,75,17
401,2025,1,2025-03-01,8,13,85,102,13
402,2025,1,2025-03-01,5,12,96,73,5
403,2025,1,2025-03-01,6,11,82,81,6
404,2025,1,2025-03-01,4,18,108,89,4
405,2025,1,2025-03-01,3,7,101,96,3
406,2025,2,2025-03-08,3,13,90,110,13
407,2025,2,2025-03-08,9,15,85,86,15
408,2025,2,2025-03-08,14,2,77,112,2
409,2025,2,2025-03-08,5,1,79,96,1
410,2025,2,2025-03-08,8,6,80,107,6
411,2025,2,2025-03-08,12,16,78,105,16
412,2025,2,2025-03-08,17,10,87,75,17
413,2025,2,2025-03-08,7,11,114,82,7
414,2025,2,2025-03-08,18,4,90,118,4
415,2025,3,2025-03-15,2,5,101,91,2
416,2025,3,2025-03-15,4,12,124,70,4
417,2025,3,2025-03-15,16,8,97,71,16
418,2025,3,2025-03-15,11,15,123,77,11
419,2025,3,2025-03-15,6,14,93,81,6
420,2025,3,2025-03-15,10,1,112,88,10
421,2025,3,2025-03-15,17,7,72,75,7
422,2025,3,2025-03-15,18,13,86,97,13
423,2025,3,2025-03-15,9,3,114,82,9
424,2025,4,2025-03-22,18,15,104,76,18
425,2025,4,2025-03-22,3,8,106,81,3
426,2025,4,2025-03-22,17,14,86,79,17
427,2025,4,2025-03-22,4,6,103,82,4
428,2025,4,2025-03-22,13,12,121,72,13
429,2025,4,2025-03-22,2,11,118,116,2
430,2025,4,2025-03-22,16,10,110,86,16
431,2025,4,2025-03-22,1,9,113,83,1
432,2025,4,2025-03-22,7,5,117,78,7
433,2025,5,2025-03-29,15,12,100,71,15
434,2025,5,2025-03-29,3,11,99,90,3
435,2025,5,2025-03-29,17,14,92,80,17
436,2025,5,2025-03-29,7,6,108,90,7
437,2025,5,2025-03-29,10,13,99,82,10
438,2025,5,2025-03-29,16,2,90,100,2
439,2025,5,2025-03-29,18,5,109,93,18
440,2025,5,2025-03-29,9,8,91,105,8
441,2025,5,2025-03-29,4,1,105,101,4
442,2025,6,2025-04-05,15,12,105,64,15
443,2025,6,2025-04-05,1,8,105,89,1
444,2025,6,2025-04-05,7,16,105,91,7
445,2025,6,2025-04-05,2,4,103,114,4
446,2025,6,2025-04-05,10,5,106,82,10
447,2025,6,2025-04-05,18,3,113,115,3
448,2025,6,2025-04-05,11,17,87,86,11
449,2025,6,2025-04-05,14,9,110,81,14
450,2025,6,2025-04-05,6,13,101,107,13
451,2025,7,2025-04-12,1,16,115,93,1
452,2025,7,2025-04-12,18,6,90,73,18
453,2025,7,2025-04-12,2,12,111,95,2
454,2025,7,2025-04-12,3,15,115,100,3
455,2025,7,2025-04-12,7,10,117,107,7
456,2025,7,2025-04-12,11,8,95,87,11
457,2025,7,2025-04-12,14,9,97,89,14
458,2025,7,2025-04-12,4,17,111,68,4
459,2025,7,2025-04-12,13,5,117,80,13
460,2025,8,2025-04-19,6,8,107,73,6
461,2025,8,2025-04-19,10,12,97,98,12
462,2025,8,2025-04-19,18,9,91,77,18
463,2025,8,2025-04-19,1,11,109,115,11
464,2025,8,2025-04-19,5,15,114,91,5
465,2025,8,2025-04-19,16,13,110,107,16
466,2025,8,2025-04-19,2,7,108,77,2
467,2025,8,2025-04-19,4,3,106,112,3
468,2025,8,2025-04-19,14,17,76,63,14
469,2025,9,2025-04-26,12,6,87,93,6
470,2025,9,2025-04-26,10,1,73,79,1
471,2025,9,2025-04-26,17,7,105,91,17
472,2025,9,2025-04-26,2,15,118,75,2
473,2025,9,2025-04-26,8,16,76,118,16
474,2025,9,2025-04-26,9,13,82,95,13
475,2025,9,2025-04-26,4,18,115,88,4
476,2025,9,2025-04-26,11,14,87,70,11
477,2025,9,2025-04-26,5,3,98,105,3
478,2025,10,2025-05-03,16,10,99,90,16
479,2025,10,2025-05-03,17,8,93,105,8
480,2025,10,2025-05-03,14,2,82,117,2
481,2025,10,2025-05-03,6,13,80,86,13
482,2025,10,2025-05-03,3,7,122,83,3
483,2025,10,2025-05-03,4,5,89,99,5
484,2025,10,2025-05-03,12,9,93,104,9
485,2025,10,2025-05-03,1,11,80,81,11
486,2025,10,2025-05-03,15,18,82,106,18
487,2025,11,2025-05-10,6,17,81,95,17
488,2025,11,2025-05-10,9,8,100,103,8
489,2025,11,2025-05-10,14,4,100,117,4
490,2025,11,2025-05-10,11,15,121,85,11
491,2025,11,2025-05-10,1,2,107,94,1
492,2025,11,2025-05-10,18,10,95,68,18
493,2025,11,2025-05-10,16,13,95,93,16
494,2025,11,2025-05-10,5,7,104,75,5
495,2025,11,2025-05-10,12,3,105,78,12
496,2025,12,2025-05-17,4,7,119,90,4
497,2025,12,2025-05-17,15,16,95,80,15
498,2025,12,2025-05-17,5,17,113,65,5
499,2025,12,2025-05-17,1,14,98,76,1
500,2025,12,2025-05-17,10,3,76,78,3
501,2025,12,2025-05-17,6,2,81,102,2
502,2025,12,2025-05-17,11,8,120,79,11
503,2025,12,2025-05-17,12,13,73,86,13
504,2025,12,2025-05-17,18,9,96,87,18
505,2025,13,2025-05-24,4,5,97,98,5
506,2025,13,2025-05-24,16,1,88,92,1
507,2025,13,2025-05-24,3,6,116,100,3
508,2025,13,2025-05-24,12,15,77,92,15
509,2025,13,2025-05-24,10,8,91,71,10
510,2025,13,2025-05-24,13,17,114,87,13
511,2025,13,2025-05-24,11,14,103,71,11
512,2025,13,2025-05-24,7,18,83,93,18
513,2025,13,2025-05-24,2,9,125,83,2
514,2025,14,2025-05-31,7,11,108,107,7
515,2025,14,2025-05-31,12,1,75,91,1
516,2025,14,2025-05-31,17,18,81,88,18
517,2025,14,2025-05-31,5,2,83,103,2
518,2025,14,2025-05-31,13,10,108,84,13
519,2025,14,2025-05-31,3,9,106,103,3
520,2025,14,2025-05-31,14,15,80,84,15
521,2025,14,2025-05-31,6,8,112,83,6
522,2025,14,2025-05-31,4,16,102,113,16
523,2025,15,2025-06-07,4,10,87,68,4
524,2025,15,2025-06-07,13,3,100,83,13
525,2025,15,2025-06-07,1,12,115,100,1
526,2025,15,2025-06-07,18,14,109,68,18
527,2025,15,2025-06-07,8,15,79,92,15
528,2025,15,2025-06-07,11,17,91,73,11
529,2025,15,2025-06-07,5,9,91,76,5
530,2025,15,2025-06-07,16,6,92,97,6
531,2025,15,2025-06-07,7,2,97,109,2
532,2025,16,2025-06-14,11,12,84,103,12
533,2025,16,2025-06-14,8,18,103,93,8
534,2025,16,2025-06-14,17,5,104,83,17
535,2025,16,2025-06-14,10,9,95,74,10
536,2025,16,2025-06-14,7,16,118,82,7
537,2025,16,2025-06-14,13,14,106,71,13
538,2025,16,2025-06-14,15,4,95,112,4
539,2025,16,2025-06-14,2,6,86,94,6
540,2025,16,2025-06-14,3,1,121,100,3
541,2025,17,2025-06-21,16,2,123,96,16
542,2025,17,2025-06-21,10,17,77,96,17
543,2025,17,2025-06-21,6,4,99,83,6
544,2025,17,2025-06-21,7,15,111,88,7
545,2025,17,2025-06-21,18,14,103,80,18
546,2025,17,2025-06-21,12,5,81,73,12
547,2025,17,2025-06-21,9,3,93,81,9
548,2025,17,2025-06-21,1,11,83,81,1
549,2025,17,2025-06-21,13,8,106,73,13
550,2025,18,2025-06-28,2,7,122,104,2
551,2025,18,2025-06-28,9,18,107,99,9
552,2025,18,2025-06-28,13,3,106,98,13
553,2025,18,2025-06-28,16,1,114,79,16
554,2025,18,2025-06-28,5,8,101,93,5
555,2025,18,2025-06-28,17,10,102,107,10
556,2025,18,2025-06-28,4,11,89,80,4
557,2025,18,2025-06-28,12,6,76,105,6
558,2025,18,2025-06-28,14,15,109,100,14
559,2025,19,2025-07-05,6,10,99,82,6
560,2025,19,2025-07-05,13,12,106,91,13
561,2025,19,2025-07-05,17,4,68,108,4
562,2025,19,2025-07-05,16,18,110,75,16
563,2025,19,2025-07-05,14,9,103,102,14
564,2025,19,2025-07-05,5,3,89,108,3
565,2025,19,2025-07-05,15,8,91,90,15
566,2025,19,2025-07-05,11,2,99,114,2
567,2025,19,2025-07-05,7,1,98,90,7
568,2025,20,2025-07-12,11,4,110,102,11
569,2025,20,2025-07-12,9,8,85,106,8
570,2025,20,2025-07-12,12,7,79,98,7
571,2025,20,2025-07-12,16,13,115,104,16
572,2025,20,2025-07-12,14,1,108,103,14
573,2025,20,2025-07-12,15,3,88,79,15
574,2025,20,2025-07-12,17,2,72,113,2
575,2025,20,2025-07-12,18,10,108,73,18
576,2025,20,2025-07-12,6,5,84,100,5
577,2025,21,2025-07-19,14,15,94,103,15
578,2025,21,2025-07-19,3,9,119,95,3
579,2025,21,2025-07-19,17,6,76,74,17
